Year,Location,Escapement (weir),Escapement (tower),Escapement (mark/recapture),Escapement (sonar),Age,Harvest,Region,Aerial Survey
1973,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1974,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
1975,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1976,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1977,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1978,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1979,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1980,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1981,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1982,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1983,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1984,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1985,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1986,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1987,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1988,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1989,Shaktoolik River,0,0,0,0,1,,Norton Sound,0
1990,Shaktoolik River,0,0,0,0,1,,Norton Sound,1
1991,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1992,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1993,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1994,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
1995,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
1996,Shaktoolik River,0,1,0,0,0,,Norton Sound,1
1997,Shaktoolik River,0,1,0,0,0,,Norton Sound,1
1998,Shaktoolik River,0,1,0,0,0,,Norton Sound,1
1999,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2000,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
2001,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2002,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2003,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2004,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2005,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2006,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2007,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2008,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2009,Shaktoolik River,0,0,0,0,0,,Norton Sound,1
2010,Shaktoolik River,0,0,0,1,1,,Norton Sound,1
2011,Shaktoolik River,0,0,0,1,1,,Norton Sound,1
2012,Shaktoolik River,0,0,0,1,1,,Norton Sound,0
2013,Shaktoolik River,0,0,0,1,1,,Norton Sound,1
2014,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
2015,Shaktoolik River,0,1,0,1,1,,Norton Sound,1
2016,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
2017,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
2018,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
2019,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
2020,Shaktoolik River,0,1,0,1,1,,Norton Sound,0
1969,Snake River,0,0,0,0,0,,Norton Sound,0
1970,Snake River,0,0,0,0,0,,Norton Sound,0
1971,Snake River,0,0,0,0,0,,Norton Sound,0
1972,Snake River,0,0,0,0,0,,Norton Sound,1
1973,Snake River,0,0,0,0,0,,Norton Sound,0
1974,Snake River,0,0,0,0,0,,Norton Sound,0
1975,Snake River,0,0,0,0,0,,Norton Sound,0
1976,Snake River,0,0,0,0,0,,Norton Sound,0
1977,Snake River,0,0,0,0,0,,Norton Sound,1
1978,Snake River,0,0,0,0,0,,Norton Sound,1
1979,Snake River,0,0,0,0,0,,Norton Sound,1
1980,Snake River,0,0,0,0,0,,Norton Sound,1
1981,Snake River,0,0,0,0,0,,Norton Sound,1
1982,Snake River,0,0,0,0,0,,Norton Sound,0
1983,Snake River,0,0,0,0,0,,Norton Sound,1
1984,Snake River,0,0,0,0,0,,Norton Sound,1
1985,Snake River,0,0,0,0,0,,Norton Sound,1
1986,Snake River,0,0,0,0,0,,Norton Sound,1
1987,Snake River,0,0,0,0,0,,Norton Sound,1
1988,Snake River,0,0,0,0,0,,Norton Sound,0
1989,Snake River,0,0,0,0,0,,Norton Sound,1
1990,Snake River,0,0,0,0,0,,Norton Sound,1
1991,Snake River,0,0,0,0,0,,Norton Sound,1
1992,Snake River,0,0,0,0,0,,Norton Sound,1
1993,Snake River,0,0,0,0,0,,Norton Sound,1
1994,Snake River,0,0,0,0,1,,Norton Sound,1
1995,Snake River,0,1,0,0,1,,Norton Sound,1
1996,Snake River,0,1,0,0,0,,Norton Sound,1
1997,Snake River,0,1,0,0,1,,Norton Sound,1
1998,Snake River,0,1,0,0,0,,Norton Sound,1
1999,Snake River,0,1,0,0,0,,Norton Sound,1
2000,Snake River,0,1,0,0,0,,Norton Sound,1
2001,Snake River,0,1,0,0,1,,Norton Sound,1
2002,Snake River,1,0,0,0,1,,Norton Sound,1
2003,Snake River,1,0,0,0,1,,Norton Sound,1
2004,Snake River,1,0,0,0,1,,Norton Sound,1
2005,Snake River,1,0,0,0,1,,Norton Sound,1
2006,Snake River,1,0,0,0,1,,Norton Sound,1
2007,Snake River,1,0,0,0,1,,Norton Sound,1
2008,Snake River,1,0,0,0,1,,Norton Sound,1
2009,Snake River,1,0,0,0,1,,Norton Sound,1
2010,Snake River,1,0,0,0,1,,Norton Sound,1
2011,Snake River,1,0,0,0,1,,Norton Sound,1
2012,Snake River,1,0,0,0,1,,Norton Sound,0
2013,Snake River,1,0,0,0,1,,Norton Sound,1
2014,Snake River,1,0,0,0,1,,Norton Sound,0
2015,Snake River,1,0,0,0,1,,Norton Sound,1
2016,Snake River,1,0,0,0,1,,Norton Sound,0
2017,Snake River,1,0,0,0,1,,Norton Sound,0
2018,Snake River,1,0,0,0,1,,Norton Sound,1
2019,Snake River,1,0,0,0,1,,Norton Sound,1
2020,Snake River,1,0,0,0,1,,Norton Sound,1
1969,Solomon River,0,0,0,0,0,,Norton Sound,0
1970,Solomon River,0,0,0,0,0,,Norton Sound,0
1971,Solomon River,0,0,0,0,0,,Norton Sound,0
1972,Solomon River,0,0,0,0,0,,Norton Sound,0
1973,Solomon River,0,0,0,0,0,,Norton Sound,0
1974,Solomon River,0,0,0,0,0,,Norton Sound,1
1975,Solomon River,0,0,0,0,0,,Norton Sound,0
1976,Solomon River,0,0,0,0,0,,Norton Sound,0
1977,Solomon River,0,0,0,0,0,,Norton Sound,1
1978,Solomon River,0,0,0,0,0,,Norton Sound,1
1979,Solomon River,0,0,0,0,0,,Norton Sound,1
1980,Solomon River,0,0,0,0,0,,Norton Sound,1
1981,Solomon River,0,0,0,0,0,,Norton Sound,1
1982,Solomon River,0,0,0,0,0,,Norton Sound,1
1983,Solomon River,0,0,0,0,0,,Norton Sound,1
1984,Solomon River,0,0,0,0,0,,Norton Sound,0
1985,Solomon River,0,0,0,0,0,,Norton Sound,1
1986,Solomon River,0,0,0,0,0,,Norton Sound,1
1987,Solomon River,0,0,0,0,0,,Norton Sound,1
1988,Solomon River,0,0,0,0,0,,Norton Sound,1
1989,Solomon River,0,0,0,0,0,,Norton Sound,1
1990,Solomon River,0,0,0,0,0,,Norton Sound,1
1991,Solomon River,0,0,0,0,0,,Norton Sound,1
1992,Solomon River,0,0,0,0,0,,Norton Sound,1
1993,Solomon River,0,0,0,0,0,,Norton Sound,1
1994,Solomon River,0,0,0,0,0,,Norton Sound,1
1995,Solomon River,0,0,0,0,0,,Norton Sound,1
1996,Solomon River,0,0,0,0,0,,Norton Sound,1
1997,Solomon River,0,0,0,0,0,,Norton Sound,1
1998,Solomon River,0,0,0,0,0,,Norton Sound,1
1999,Solomon River,0,0,0,0,0,,Norton Sound,1
2000,Solomon River,0,0,0,0,0,,Norton Sound,1
2001,Solomon River,0,0,0,0,0,,Norton Sound,1
2002,Solomon River,0,0,0,0,0,,Norton Sound,1
2003,Solomon River,0,0,0,0,0,,Norton Sound,1
2004,Solomon River,0,0,0,0,0,,Norton Sound,1
2005,Solomon River,0,0,0,0,0,,Norton Sound,1
2006,Solomon River,0,0,0,0,0,,Norton Sound,1
2007,Solomon River,0,0,0,0,0,,Norton Sound,1
2008,Solomon River,0,0,0,0,0,,Norton Sound,1
2009,Solomon River,0,0,0,0,0,,Norton Sound,1
2010,Solomon River,0,0,0,0,0,,Norton Sound,1
2011,Solomon River,0,0,0,0,0,,Norton Sound,1
2012,Solomon River,0,0,0,0,0,,Norton Sound,1
2013,Solomon River,1,0,0,0,0,,Norton Sound,1
2014,Solomon River,1,0,0,0,0,,Norton Sound,1
2015,Solomon River,1,0,0,0,0,,Norton Sound,1
2016,Solomon River,1,0,0,0,0,,Norton Sound,1
2017,Solomon River,1,0,0,0,0,,Norton Sound,1
2018,Solomon River,1,0,0,0,0,,Norton Sound,1
2019,Solomon River,1,0,0,0,0,,Norton Sound,1
2020,Solomon River,1,0,0,0,0,,Norton Sound,1
1969,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1970,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1971,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1972,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1973,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1974,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1975,Unalakleet River,0,0,0,0,1,,Norton Sound,1
1976,Unalakleet River,0,0,0,0,1,,Norton Sound,1
1977,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1978,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1979,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1980,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1981,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1982,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1983,Unalakleet River,0,0,0,0,1,,Norton Sound,0
1984,Unalakleet River,0,0,0,0,1,,Norton Sound,1
1985,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1986,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1987,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1988,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1989,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1990,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1991,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1992,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1993,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1994,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1995,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1996,Unalakleet River,0,0,0,0,0,,Norton Sound,0
1997,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1998,Unalakleet River,0,0,0,0,0,,Norton Sound,1
1999,Unalakleet River,0,0,0,0,0,,Norton Sound,1
2000,Unalakleet River,0,0,0,0,0,,Norton Sound,0
2001,Unalakleet River,0,0,0,0,0,,Norton Sound,0
2002,Unalakleet River,0,0,0,0,0,,Norton Sound,1
2003,Unalakleet River,0,0,0,0,0,,Norton Sound,1
2004,Unalakleet River,0,0,0,0,0,,Norton Sound,1
2005,Unalakleet River,0,0,0,0,1,,Norton Sound,1
2006,Unalakleet River,0,0,0,0,0,,Norton Sound,0
2007,Unalakleet River,0,0,0,0,1,,Norton Sound,1
2008,Unalakleet River,0,0,0,0,1,,Norton Sound,1
2009,Unalakleet River,0,0,0,0,1,,Norton Sound,1
2010,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2011,Unalakleet River,1,0,0,0,1,,Norton Sound,1
2012,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2013,Unalakleet River,1,0,0,0,1,,Norton Sound,1
2014,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2015,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2016,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2017,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2018,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2019,Unalakleet River,1,0,0,0,1,,Norton Sound,0
2020,Unalakleet River,1,0,0,0,1,,Norton Sound,1
1969,Ungalik River,0,0,0,0,0,,Norton Sound,0
1970,Ungalik River,0,0,0,0,0,,Norton Sound,0
1971,Ungalik River,0,0,0,0,0,,Norton Sound,0
1972,Ungalik River,0,0,0,0,0,,Norton Sound,0
1973,Ungalik River,0,0,0,0,0,,Norton Sound,0
1974,Ungalik River,0,0,0,0,0,,Norton Sound,0
1975,Ungalik River,0,0,0,0,0,,Norton Sound,1
1976,Ungalik River,0,0,0,0,0,,Norton Sound,1
1977,Ungalik River,0,0,0,0,0,,Norton Sound,0
1978,Ungalik River,0,0,0,0,0,,Norton Sound,1
1979,Ungalik River,0,0,0,0,0,,Norton Sound,1
1980,Ungalik River,0,0,0,0,0,,Norton Sound,1
1981,Ungalik River,0,0,0,0,0,,Norton Sound,0
1982,Ungalik River,0,0,0,0,0,,Norton Sound,1
1983,Ungalik River,0,0,0,0,0,,Norton Sound,1
1984,Ungalik River,0,0,0,0,0,,Norton Sound,1
1985,Ungalik River,0,0,0,0,0,,Norton Sound,1
1986,Ungalik River,0,0,0,0,0,,Norton Sound,1
1987,Ungalik River,0,0,0,0,0,,Norton Sound,1
1988,Ungalik River,0,0,0,0,0,,Norton Sound,1
1989,Ungalik River,0,0,0,0,0,,Norton Sound,0
1990,Ungalik River,0,0,0,0,0,,Norton Sound,1
1991,Ungalik River,0,0,0,0,0,,Norton Sound,1
1992,Ungalik River,0,0,0,0,0,,Norton Sound,1
1993,Ungalik River,0,0,0,0,0,,Norton Sound,1
1994,Ungalik River,0,0,0,0,0,,Norton Sound,0
1995,Ungalik River,0,0,0,0,0,,Norton Sound,1
1996,Ungalik River,0,0,0,0,0,,Norton Sound,1
1997,Ungalik River,0,0,0,0,0,,Norton Sound,1
1998,Ungalik River,0,0,0,0,0,,Norton Sound,1
1999,Ungalik River,0,0,0,0,0,,Norton Sound,1
2000,Ungalik River,0,0,0,0,0,,Norton Sound,0
2001,Ungalik River,0,0,0,0,0,,Norton Sound,0
2002,Ungalik River,0,0,0,0,0,,Norton Sound,0
2003,Ungalik River,0,0,0,0,0,,Norton Sound,0
2004,Ungalik River,0,0,0,0,0,,Norton Sound,1
2005,Ungalik River,0,0,0,0,0,,Norton Sound,1
2006,Ungalik River,0,0,0,0,0,,Norton Sound,0
2007,Ungalik River,0,0,0,0,0,,Norton Sound,0
2008,Ungalik River,0,0,0,0,0,,Norton Sound,0
2009,Ungalik River,0,0,0,0,0,,Norton Sound,0
2010,Ungalik River,0,0,0,0,1,,Norton Sound,0
2011,Ungalik River,0,0,0,0,1,,Norton Sound,1
2012,Ungalik River,0,0,0,0,1,,Norton Sound,0
2013,Ungalik River,0,0,0,0,1,,Norton Sound,1
2014,Ungalik River,0,0,0,0,0,,Norton Sound,0
2015,Ungalik River,0,0,0,0,0,,Norton Sound,0
2016,Ungalik River,0,0,0,0,0,,Norton Sound,0
2017,Ungalik River,0,0,0,0,0,,Norton Sound,0
2018,Ungalik River,0,0,0,0,0,,Norton Sound,1
2019,Ungalik River,0,0,0,0,1,,Norton Sound,0
2020,Ungalik River,0,1,0,0,1,,Norton Sound,0
